,date,store_nbr,sales
49117,2015-07-01,38,18196.67
49118,2015-07-01,39,14160.214
49120,2015-07-01,40,17258.135
49121,2015-07-01,41,13287.004
49122,2015-07-01,42,0.0
49123,2015-07-01,43,11279.648
49124,2015-07-01,44,51933.24
49125,2015-07-01,45,45809.26
49126,2015-07-01,46,33735.07
49127,2015-07-01,47,40952.523
49128,2015-07-01,48,29006.805
49129,2015-07-01,49,37213.785
49131,2015-07-01,50,19876.174
49132,2015-07-01,51,32012.592
49133,2015-07-01,52,0.0
49134,2015-07-01,53,10713.557
49135,2015-07-01,54,6582.392
49140,2015-07-02,1,10896.185
49151,2015-07-02,2,15175.197
49162,2015-07-02,3,34295.504
49173,2015-07-02,4,11603.315
49184,2015-07-02,5,10189.895
49190,2015-07-02,6,16199.93
49191,2015-07-02,7,18944.613
49192,2015-07-02,8,19063.129
49193,2015-07-02,9,19996.5
49141,2015-07-02,10,6752.286
49142,2015-07-02,11,23436.666
49143,2015-07-02,12,8259.824
49144,2015-07-02,13,6994.44
49145,2015-07-02,14,7893.919
49146,2015-07-02,15,8880.973
49147,2015-07-02,16,8279.849
49148,2015-07-02,17,11049.105
49149,2015-07-02,18,9108.066
49150,2015-07-02,19,8769.091
49152,2015-07-02,20,13664.571
49153,2015-07-02,21,0.0
49154,2015-07-02,22,0.0
49155,2015-07-02,23,6279.207
49156,2015-07-02,24,17118.479
49157,2015-07-02,25,4699.267
49158,2015-07-02,26,4622.146
49159,2015-07-02,27,10721.47
49160,2015-07-02,28,14448.195
49161,2015-07-02,29,9437.902
49163,2015-07-02,30,5401.237
49164,2015-07-02,31,14868.248
49165,2015-07-02,32,3909.691
49166,2015-07-02,33,9602.086
49167,2015-07-02,34,10420.785
49168,2015-07-02,35,5109.465
49169,2015-07-02,36,12342.133
49170,2015-07-02,37,15125.478
49171,2015-07-02,38,11429.48
49172,2015-07-02,39,13841.406
49174,2015-07-02,40,14902.6455
49175,2015-07-02,41,9198.166
49176,2015-07-02,42,0.0
49177,2015-07-02,43,11889.684
49178,2015-07-02,44,35976.07
49179,2015-07-02,45,31750.434
49180,2015-07-02,46,25579.61
49181,2015-07-02,47,33164.727
49182,2015-07-02,48,22491.734
49183,2015-07-02,49,30647.807
49185,2015-07-02,50,17420.271
49186,2015-07-02,51,20516.244
49187,2015-07-02,52,0.0
49188,2015-07-02,53,7223.662
49189,2015-07-02,54,6051.5
49194,2015-07-03,1,14673.134
49205,2015-07-03,2,17538.455
49216,2015-07-03,3,43555.9
49227,2015-07-03,4,14515.909
49238,2015-07-03,5,10471.379
49244,2015-07-03,6,17066.082
49245,2015-07-03,7,23298.273
49246,2015-07-03,8,25711.854
49247,2015-07-03,9,17120.756
49195,2015-07-03,10,6205.922
49196,2015-07-03,11,19488.344
49197,2015-07-03,12,6563.382
49198,2015-07-03,13,7559.114
49199,2015-07-03,14,7126.654
49200,2015-07-03,15,8588.264
49201,2015-07-03,16,7888.524
49202,2015-07-03,17,11713.404
49203,2015-07-03,18,7690.819
49204,2015-07-03,19,8241.014
49206,2015-07-03,20,11256.846
49207,2015-07-03,21,0.0
49208,2015-07-03,22,0.0
49209,2015-07-03,23,7615.466
49210,2015-07-03,24,20312.615
49211,2015-07-03,25,8222.993
49212,2015-07-03,26,4812.159
49213,2015-07-03,27,12504.415
49214,2015-07-03,28,9969.637
49215,2015-07-03,29,7223.111
49217,2015-07-03,30,4826.605
49218,2015-07-03,31,11147.088
49219,2015-07-03,32,3173.961
49220,2015-07-03,33,8636.762
49221,2015-07-03,34,12428.059
49222,2015-07-03,35,4991.443
49223,2015-07-03,36,9472.336
49224,2015-07-03,37,18204.742
49225,2015-07-03,38,13777.955
49226,2015-07-03,39,13975.987
49228,2015-07-03,40,12047.564
49229,2015-07-03,41,9200.105
49230,2015-07-03,42,0.0
49231,2015-07-03,43,12281.48
49232,2015-07-03,44,47743.742
49233,2015-07-03,45,39858.777
49234,2015-07-03,46,30954.398
49235,2015-07-03,47,37872.098
49236,2015-07-03,48,27684.846
49237,2015-07-03,49,37251.152
49239,2015-07-03,50,17680.684
49240,2015-07-03,51,28000.33
49241,2015-07-03,52,0.0
49242,2015-07-03,53,8083.4727
49243,2015-07-03,54,6545.381
49248,2015-07-04,1,10654.452
49259,2015-07-04,2,21883.932
49270,2015-07-04,3,53116.45
49281,2015-07-04,4,19714.014
49292,2015-07-04,5,13858.737
49298,2015-07-04,6,24005.398
49299,2015-07-04,7,19886.281
49300,2015-07-04,8,30859.775
49301,2015-07-04,9,25793.928
49249,2015-07-04,10,9259.257
49250,2015-07-04,11,24587.508
49251,2015-07-04,12,8558.45
49252,2015-07-04,13,10950.401
49253,2015-07-04,14,11128.611
49254,2015-07-04,15,8503.429
49255,2015-07-04,16,11912.958
49256,2015-07-04,17,24815.637
49257,2015-07-04,18,11891.461
49258,2015-07-04,19,15012.739
49260,2015-07-04,20,19576.586
49261,2015-07-04,21,0.0
49262,2015-07-04,22,0.0
49263,2015-07-04,23,7972.2803
49264,2015-07-04,24,23761.473
49265,2015-07-04,25,10260.679
49266,2015-07-04,26,6212.005
49267,2015-07-04,27,17897.318
49268,2015-07-04,28,19176.094
49269,2015-07-04,29,13291.804
49271,2015-07-04,30,6449.517
49272,2015-07-04,31,17068.29
49273,2015-07-04,32,4719.3438
49274,2015-07-04,33,12359.806
49275,2015-07-04,34,15468.582
49276,2015-07-04,35,6770.54
49277,2015-07-04,36,13703.708
49278,2015-07-04,37,17377.99
49279,2015-07-04,38,20485.863
49280,2015-07-04,39,17197.816
49282,2015-07-04,40,18681.707
49283,2015-07-04,41,14590.915
49284,2015-07-04,42,0.0
49285,2015-07-04,43,17868.592
49286,2015-07-04,44,61965.246
49287,2015-07-04,45,47941.69
49288,2015-07-04,46,46050.414
49289,2015-07-04,47,47053.11
49290,2015-07-04,48,40115.586
49291,2015-07-04,49,37789.89
49293,2015-07-04,50,25771.473
49294,2015-07-04,51,34230.266
49295,2015-07-04,52,0.0
49296,2015-07-04,53,10891.307
49297,2015-07-04,54,9448.532
49302,2015-07-05,1,3709.089
49313,2015-07-05,2,20966.656
49324,2015-07-05,3,53065.434
49335,2015-07-05,4,20232.38
49346,2015-07-05,5,15805.699
49352,2015-07-05,6,23972.697
49353,2015-07-05,7,16212.089
49354,2015-07-05,8,25294.654
49355,2015-07-05,9,27783.445
49303,2015-07-05,10,7780.417
49304,2015-07-05,11,22485.04
49305,2015-07-05,12,8872.327
49306,2015-07-05,13,7212.366
49307,2015-07-05,14,7734.359
49308,2015-07-05,15,7201.775
49309,2015-07-05,16,14382.826
49310,2015-07-05,17,15155.832
49311,2015-07-05,18,11516.518
49312,2015-07-05,19,8502.126
49314,2015-07-05,20,21333.092
49315,2015-07-05,21,0.0
49316,2015-07-05,22,0.0
49317,2015-07-05,23,8560.948
49318,2015-07-05,24,19564.988
49319,2015-07-05,25,8503.83
49320,2015-07-05,26,7193.363
49321,2015-07-05,27,20626.01
49322,2015-07-05,28,23858.209
49323,2015-07-05,29,16165.888
49325,2015-07-05,30,6767.612
49326,2015-07-05,31,17983.95
49327,2015-07-05,32,4750.409
49328,2015-07-05,33,13660.817
49329,2015-07-05,34,11732.142
49330,2015-07-05,35,6567.515
49331,2015-07-05,36,12725.304
49332,2015-07-05,37,15591.172
49333,2015-07-05,38,18406.158
49334,2015-07-05,39,18937.182
49336,2015-07-05,40,15914.99
49337,2015-07-05,41,16220.288
49338,2015-07-05,42,0.0
49339,2015-07-05,43,15024.008
49340,2015-07-05,44,40040.633
49341,2015-07-05,45,52771.71
49342,2015-07-05,46,51101.977
49343,2015-07-05,47,55921.16
49344,2015-07-05,48,45689.484
49345,2015-07-05,49,32114.178
49347,2015-07-05,50,27044.738
49348,2015-07-05,51,38403.633
49349,2015-07-05,52,0.0
49350,2015-07-05,53,10915.814
49351,2015-07-05,54,10450.747
49356,2015-07-06,1,7419.557
49367,2015-07-06,2,12527.257
49378,2015-07-06,3,34850.887
49389,2015-07-06,4,8905.042
49400,2015-07-06,5,13405.755
49406,2015-07-06,6,21291.996
49407,2015-07-06,7,23286.234
49408,2015-07-06,8,13586.064
49409,2015-07-06,9,23932.441
49357,2015-07-06,10,6950.239
49358,2015-07-06,11,23320.162
49359,2015-07-06,12,8485.98
49360,2015-07-06,13,8457.225
49361,2015-07-06,14,9017.406
49362,2015-07-06,15,9332.675
49363,2015-07-06,16,11921.381
49364,2015-07-06,17,14700.721
49365,2015-07-06,18,5306.8228
49366,2015-07-06,19,8247.694
49368,2015-07-06,20,13801.522
49369,2015-07-06,21,0.0
49370,2015-07-06,22,0.0
49371,2015-07-06,23,7460.15
49372,2015-07-06,24,11860.616
49373,2015-07-06,25,6839.772
49374,2015-07-06,26,4891.538
49375,2015-07-06,27,18583.86
49376,2015-07-06,28,11961.865
49377,2015-07-06,29,12557.271
49379,2015-07-06,30,3981.24
49380,2015-07-06,31,14786.076
49381,2015-07-06,32,3690.975
49382,2015-07-06,33,12628.552
49383,2015-07-06,34,7722.167
49384,2015-07-06,35,6370.938
49385,2015-07-06,36,11600.554
49386,2015-07-06,37,17323.389
49387,2015-07-06,38,16518.482
49388,2015-07-06,39,15650.147
49390,2015-07-06,40,15920.461
49391,2015-07-06,41,12552.23
49392,2015-07-06,42,0.0
49393,2015-07-06,43,11274.043
49394,2015-07-06,44,19896.67
49395,2015-07-06,45,46265.32
49396,2015-07-06,46,32848.625
49397,2015-07-06,47,33156.46
49398,2015-07-06,48,29970.598
49399,2015-07-06,49,38830.086
49401,2015-07-06,50,20635.904
49402,2015-07-06,51,11508.693
49403,2015-07-06,52,0.0
49404,2015-07-06,53,9800.98
49405,2015-07-06,54,9114.982
49410,2015-07-07,1,0.0
49421,2015-07-07,2,5665.869
49432,2015-07-07,3,20906.322
49443,2015-07-07,4,4412.1147
49454,2015-07-07,5,12011.81
49460,2015-07-07,6,14716.633
49461,2015-07-07,7,13466.685
49462,2015-07-07,8,8102.511
49463,2015-07-07,9,20699.844
49411,2015-07-07,10,6283.265
49412,2015-07-07,11,22176.152
49413,2015-07-07,12,8061.878
49414,2015-07-07,13,8332.352
49415,2015-07-07,14,8267.397
49416,2015-07-07,15,8425.724
49417,2015-07-07,16,11252.747
49418,2015-07-07,17,13116.322
49419,2015-07-07,18,4518.1357
49420,2015-07-07,19,7556.977
49422,2015-07-07,20,14890.646
49423,2015-07-07,21,0.0
49424,2015-07-07,22,0.0
49425,2015-07-07,23,7908.183
49426,2015-07-07,24,18054.543
49427,2015-07-07,25,5390.577
49428,2015-07-07,26,5310.282
49429,2015-07-07,27,13182.959
49430,2015-07-07,28,15641.456
49431,2015-07-07,29,10854.765
49433,2015-07-07,30,5296.026
49434,2015-07-07,31,13558.803
49435,2015-07-07,32,3343.293
49436,2015-07-07,33,11622.061
49437,2015-07-07,34,11826.091
49438,2015-07-07,35,5793.265
49439,2015-07-07,36,12101.743
49440,2015-07-07,37,14542.08
49441,2015-07-07,38,11829.442
49442,2015-07-07,39,14180.214
49444,2015-07-07,40,15540.207
49445,2015-07-07,41,8183.361
49446,2015-07-07,42,0.0
49447,2015-07-07,43,12673.538
49448,2015-07-07,44,20055.14
49449,2015-07-07,45,40382.023
49450,2015-07-07,46,25499.143
49451,2015-07-07,47,24736.572
49452,2015-07-07,48,29009.31
49453,2015-07-07,49,28928.172
49455,2015-07-07,50,21065.791
49456,2015-07-07,51,22799.752
49457,2015-07-07,52,0.0
49458,2015-07-07,53,5211.454
49459,2015-07-07,54,7437.419
49464,2015-07-08,1,13489.635
49475,2015-07-08,2,15782.528
49486,2015-07-08,3,40604.5
49497,2015-07-08,4,13439.069
49508,2015-07-08,5,12033.117
49514,2015-07-08,6,18227.564
49515,2015-07-08,7,22130.1
49516,2015-07-08,8,24832.55
49517,2015-07-08,9,16310.496
49465,2015-07-08,10,6353.426
49466,2015-07-08,11,18121.305
49467,2015-07-08,12,6026.462
49468,2015-07-08,13,5668.527
49469,2015-07-08,14,6749.235
49470,2015-07-08,15,8183.967
49471,2015-07-08,16,8309.957
49472,2015-07-08,17,11097.986
49473,2015-07-08,18,10026.74
49474,2015-07-08,19,7284.449
49476,2015-07-08,20,11076.74
49477,2015-07-08,21,0.0
49478,2015-07-08,22,0.0
49479,2015-07-08,23,7071.5728
49480,2015-07-08,24,21474.838
49481,2015-07-08,25,7264.3486
49482,2015-07-08,26,4155.937
49483,2015-07-08,27,14435.578
49484,2015-07-08,28,9378.699
49485,2015-07-08,29,9424.53
49487,2015-07-08,30,4989.908
49488,2015-07-08,31,9689.544
49489,2015-07-08,32,2927.552
49490,2015-07-08,33,8226.251
49491,2015-07-08,34,9363.268
49492,2015-07-08,35,3895.386
49493,2015-07-08,36,9020.701
49494,2015-07-08,37,18808.895
49495,2015-07-08,38,13667.835
49496,2015-07-08,39,12385.686
49498,2015-07-08,40,11616.809
49499,2015-07-08,41,10718.6045
49500,2015-07-08,42,0.0
49501,2015-07-08,43,10303.566
49502,2015-07-08,44,48744.5
49503,2015-07-08,45,37144.863
49504,2015-07-08,46,26885.137
49505,2015-07-08,47,36361.92
49506,2015-07-08,48,20938.557
49507,2015-07-08,49,30570.111
49509,2015-07-08,50,16460.229
49510,2015-07-08,51,27711.736
49511,2015-07-08,52,0.0
49512,2015-07-08,53,7584.787
49513,2015-07-08,54,6022.423
49518,2015-07-09,1,11945.478
49529,2015-07-09,2,11816.568
49540,2015-07-09,3,32260.42
49551,2015-07-09,4,10028.033
49562,2015-07-09,5,10424.536
49568,2015-07-09,6,14214.548
49569,2015-07-09,7,19888.174
49570,2015-07-09,8,18845.97
49571,2015-07-09,9,15251.912
49519,2015-07-09,10,5716.617
49520,2015-07-09,11,17008.861
49521,2015-07-09,12,6601.735
49522,2015-07-09,13,6512.106
49523,2015-07-09,14,7448.544
49524,2015-07-09,15,7651.076
49525,2015-07-09,16,7662.121
49526,2015-07-09,17,10150.975
49527,2015-07-09,18,9161.202
49528,2015-07-09,19,7100.788
49530,2015-07-09,20,10648.84
49531,2015-07-09,21,0.0
49532,2015-07-09,22,0.0
49533,2015-07-09,23,6273.334
49534,2015-07-09,24,14540.095
49535,2015-07-09,25,4955.79
49536,2015-07-09,26,3442.4111
49537,2015-07-09,27,9287.517
49538,2015-07-09,28,8062.361
49539,2015-07-09,29,7182.192
49541,2015-07-09,30,4016.591
49542,2015-07-09,31,10714.617
49543,2015-07-09,32,3321.334
49544,2015-07-09,33,7659.982
49545,2015-07-09,34,9276.341
49546,2015-07-09,35,4232.915
49547,2015-07-09,36,9377.809
49548,2015-07-09,37,14078.824
49549,2015-07-09,38,10174.463
49550,2015-07-09,39,10739.99
49552,2015-07-09,40,11410.57
49553,2015-07-09,41,7898.795
49554,2015-07-09,42,0.0
49555,2015-07-09,43,8807.852
49556,2015-07-09,44,34725.332
49557,2015-07-09,45,28075.959
49558,2015-07-09,46,21903.053
49559,2015-07-09,47,27052.025
49560,2015-07-09,48,17627.592
49561,2015-07-09,49,26627.734
49563,2015-07-09,50,14084.56
49564,2015-07-09,51,18305.748
49565,2015-07-09,52,0.0
49566,2015-07-09,53,5637.206
49567,2015-07-09,54,5201.0
49572,2015-07-10,1,11837.584
49583,2015-07-10,2,13487.847
49594,2015-07-10,3,32843.277
49605,2015-07-10,4,11687.092
49616,2015-07-10,5,12120.545
49622,2015-07-10,6,14957.874
49623,2015-07-10,7,20448.164
49624,2015-07-10,8,21406.799
49625,2015-07-10,9,13242.952
49573,2015-07-10,10,5152.915
49574,2015-07-10,11,17238.121
49575,2015-07-10,12,6309.613
49576,2015-07-10,13,7648.397
49577,2015-07-10,14,6834.896
49578,2015-07-10,15,8551.815
49579,2015-07-10,16,7331.692
49580,2015-07-10,17,9822.536
49581,2015-07-10,18,7628.5522
49582,2015-07-10,19,7359.067
49584,2015-07-10,20,8633.186
49585,2015-07-10,21,0.0
49586,2015-07-10,22,0.0
49587,2015-07-10,23,7045.868
49588,2015-07-10,24,17938.057
49589,2015-07-10,25,7270.072
49590,2015-07-10,26,3644.657
49591,2015-07-10,27,10471.361
49592,2015-07-10,28,7463.782
49593,2015-07-10,29,6645.587
49595,2015-07-10,30,3679.007
49596,2015-07-10,31,8194.679
49597,2015-07-10,32,3511.959
49598,2015-07-10,33,7861.004
49599,2015-07-10,34,9183.307
49600,2015-07-10,35,3364.144
49601,2015-07-10,36,8465.286
49602,2015-07-10,37,14300.416
49603,2015-07-10,38,12304.785
49604,2015-07-10,39,11258.384
49606,2015-07-10,40,11368.325
49607,2015-07-10,41,9215.919
49608,2015-07-10,42,0.0
49609,2015-07-10,43,9049.817
49610,2015-07-10,44,38095.965
49611,2015-07-10,45,34149.562
49612,2015-07-10,46,23955.43
49613,2015-07-10,47,30811.756
49614,2015-07-10,48,20530.41
49615,2015-07-10,49,29255.318
49617,2015-07-10,50,16373.852
49618,2015-07-10,51,22239.633
49619,2015-07-10,52,0.0
49620,2015-07-10,53,6237.293
49621,2015-07-10,54,5557.825
49626,2015-07-11,1,10827.921
49637,2015-07-11,2,16528.174
49648,2015-07-11,3,39868.996
49659,2015-07-11,4,14293.809
49670,2015-07-11,5,11836.698
49676,2015-07-11,6,17341.389
49677,2015-07-11,7,17263.953
49678,2015-07-11,8,26257.145
49679,2015-07-11,9,17553.898
49627,2015-07-11,10,7051.115
49628,2015-07-11,11,19396.096
49629,2015-07-11,12,7827.94
49630,2015-07-11,13,9469.891
49631,2015-07-11,14,9485.032
49632,2015-07-11,15,8188.589
49633,2015-07-11,16,10520.775
49634,2015-07-11,17,12232.23
49635,2015-07-11,18,8814.825
49636,2015-07-11,19,11913.126
49638,2015-07-11,20,13660.057
49639,2015-07-11,21,0.0
49640,2015-07-11,22,0.0
49641,2015-07-11,23,6748.433
49642,2015-07-11,24,20303.088
49643,2015-07-11,25,7097.685
49644,2015-07-11,26,4598.72
49645,2015-07-11,27,13301.478
49646,2015-07-11,28,13242.298
49647,2015-07-11,29,10432.906
49649,2015-07-11,30,5027.1973
49650,2015-07-11,31,12297.028
49651,2015-07-11,32,3367.617
49652,2015-07-11,33,10737.309
49653,2015-07-11,34,11988.335
49654,2015-07-11,35,5533.883
49655,2015-07-11,36,12606.695
49656,2015-07-11,37,17056.803
49657,2015-07-11,38,15505.175
49658,2015-07-11,39,15402.64
49660,2015-07-11,40,15142.968
49661,2015-07-11,41,10942.722
49662,2015-07-11,42,0.0
49663,2015-07-11,43,11093.273
49664,2015-07-11,44,51629.62
49665,2015-07-11,45,37980.3
49666,2015-07-11,46,33386.914
49667,2015-07-11,47,36506.27
49668,2015-07-11,48,26834.248
49669,2015-07-11,49,31273.309
49671,2015-07-11,50,21527.691
49672,2015-07-11,51,26329.389
49673,2015-07-11,52,0.0
49674,2015-07-11,53,8442.793
49675,2015-07-11,54,8316.256
49680,2015-07-12,1,4177.606
49691,2015-07-12,2,17623.041
49702,2015-07-12,3,44228.953
49713,2015-07-12,4,16707.775
49724,2015-07-12,5,15388.858
49730,2015-07-12,6,21509.523
49731,2015-07-12,7,17041.562
49732,2015-07-12,8,26069.12
49733,2015-07-12,9,21597.46
49681,2015-07-12,10,6626.99
49682,2015-07-12,11,19438.393
49683,2015-07-12,12,7501.566
49684,2015-07-12,13,5559.81
49685,2015-07-12,14,5751.625
49686,2015-07-12,15,6681.138
49687,2015-07-12,16,13440.447
49688,2015-07-12,17,14772.129
49689,2015-07-12,18,13438.207
49690,2015-07-12,19,8766.254
49692,2015-07-12,20,19580.113
49693,2015-07-12,21,0.0
49694,2015-07-12,22,0.0
49695,2015-07-12,23,8328.486
49696,2015-07-12,24,18790.602
49697,2015-07-12,25,7330.395
49698,2015-07-12,26,6119.513
49699,2015-07-12,27,21240.29
49700,2015-07-12,28,19747.62
49701,2015-07-12,29,14458.257
49703,2015-07-12,30,5869.34
49704,2015-07-12,31,17418.527
49705,2015-07-12,32,4589.508
49706,2015-07-12,33,12950.797
49707,2015-07-12,34,11481.988
49708,2015-07-12,35,5787.218
49709,2015-07-12,36,12955.406
49710,2015-07-12,37,14136.634
49711,2015-07-12,38,17852.812
49712,2015-07-12,39,15834.18
49714,2015-07-12,40,15895.494
49715,2015-07-12,41,15535.878
49716,2015-07-12,42,0.0
49717,2015-07-12,43,14309.564
49718,2015-07-12,44,50342.47
49719,2015-07-12,45,48682.703
49720,2015-07-12,46,41479.367
49721,2015-07-12,47,44310.523
49722,2015-07-12,48,34537.277
49723,2015-07-12,49,36234.977
49725,2015-07-12,50,25015.186
49726,2015-07-12,51,28623.977
49727,2015-07-12,52,0.0
49728,2015-07-12,53,11945.059
49729,2015-07-12,54,11027.319
49734,2015-07-13,1,10697.792
49745,2015-07-13,2,13732.175
49756,2015-07-13,3,31851.102
49767,2015-07-13,4,9618.537
49778,2015-07-13,5,10202.767
49784,2015-07-13,6,15316.48
49785,2015-07-13,7,18196.99
49786,2015-07-13,8,18798.799
49787,2015-07-13,9,15066.554
49735,2015-07-13,10,5162.068
49736,2015-07-13,11,16411.213
49737,2015-07-13,12,7307.68
49738,2015-07-13,13,5796.754
49739,2015-07-13,14,7715.619
49740,2015-07-13,15,7868.216
49741,2015-07-13,16,8955.65
49742,2015-07-13,17,10395.979
49743,2015-07-13,18,8990.304
49744,2015-07-13,19,7486.742
49746,2015-07-13,20,10257.786
49747,2015-07-13,21,0.0
49748,2015-07-13,22,0.0
49749,2015-07-13,23,7749.049
49750,2015-07-13,24,16502.223
49751,2015-07-13,25,5250.285
49752,2015-07-13,26,3506.452
49753,2015-07-13,27,13356.867
49754,2015-07-13,28,9410.21
49755,2015-07-13,29,7790.018
49757,2015-07-13,30,5179.31
49758,2015-07-13,31,10671.455
49759,2015-07-13,32,3048.418
49760,2015-07-13,33,8837.502
49761,2015-07-13,34,9617.827
49762,2015-07-13,35,5209.215
49763,2015-07-13,36,11388.242
49764,2015-07-13,37,15608.549
49765,2015-07-13,38,11721.239
49766,2015-07-13,39,13311.448
49768,2015-07-13,40,15266.282
49769,2015-07-13,41,9439.7705
49770,2015-07-13,42,0.0
49771,2015-07-13,43,11658.4795
49772,2015-07-13,44,37133.797
49773,2015-07-13,45,30670.78
49774,2015-07-13,46,22296.48
49775,2015-07-13,47,27341.697
49776,2015-07-13,48,18615.635
49777,2015-07-13,49,26986.248
49779,2015-07-13,50,16526.684
49780,2015-07-13,51,20919.945
49781,2015-07-13,52,0.0
49782,2015-07-13,53,6368.521
49783,2015-07-13,54,6755.245
49788,2015-07-14,1,10799.032
49799,2015-07-14,2,11228.086
49810,2015-07-14,3,27925.375
49821,2015-07-14,4,9933.944
49832,2015-07-14,5,10091.173
49838,2015-07-14,6,12189.369
49839,2015-07-14,7,17409.555
49840,2015-07-14,8,15806.394
49841,2015-07-14,9,14222.729
49789,2015-07-14,10,5485.5938
49790,2015-07-14,11,15310.124
49791,2015-07-14,12,6663.746
49792,2015-07-14,13,6295.783
49793,2015-07-14,14,6902.904
49794,2015-07-14,15,8021.264
49795,2015-07-14,16,9632.765
49796,2015-07-14,17,10157.911
49797,2015-07-14,18,9283.379
49798,2015-07-14,19,7718.955
49800,2015-07-14,20,9772.885
49801,2015-07-14,21,0.0
49802,2015-07-14,22,0.0
49803,2015-07-14,23,6798.9106
49804,2015-07-14,24,14873.538
49805,2015-07-14,25,4822.165
49806,2015-07-14,26,5211.43
49807,2015-07-14,27,10226.268
49808,2015-07-14,28,13034.817
49809,2015-07-14,29,9610.928
49811,2015-07-14,30,5088.096
49812,2015-07-14,31,12211.505
49813,2015-07-14,32,2998.053
49814,2015-07-14,33,8997.771
49815,2015-07-14,34,9611.823
49816,2015-07-14,35,4781.193
49817,2015-07-14,36,12162.891
49818,2015-07-14,37,13810.003
49819,2015-07-14,38,10698.76
49820,2015-07-14,39,11852.199
49822,2015-07-14,40,14418.334
49823,2015-07-14,41,8191.234
49824,2015-07-14,42,0.0
49825,2015-07-14,43,8744.847
49826,2015-07-14,44,31047.451
49827,2015-07-14,45,25776.56
49828,2015-07-14,46,18071.834
49829,2015-07-14,47,31984.934
49830,2015-07-14,48,15715.02
49831,2015-07-14,49,22398.004
49833,2015-07-14,50,14004.894
49834,2015-07-14,51,18222.275
49835,2015-07-14,52,0.0
49836,2015-07-14,53,5373.896
49837,2015-07-14,54,5861.657
49842,2015-07-15,1,13195.295
49853,2015-07-15,2,13727.715
49864,2015-07-15,3,34170.227
49875,2015-07-15,4,11702.432
49886,2015-07-15,5,11222.19
49892,2015-07-15,6,14900.161
49893,2015-07-15,7,19303.004
49894,2015-07-15,8,22520.48
49895,2015-07-15,9,13989.35
49843,2015-07-15,10,5031.746
49844,2015-07-15,11,14206.23
49845,2015-07-15,12,6443.754
49846,2015-07-15,13,5439.401
49847,2015-07-15,14,5742.828
49848,2015-07-15,15,7652.65
49849,2015-07-15,16,7123.953
49850,2015-07-15,17,8290.867
49851,2015-07-15,18,8453.921
49852,2015-07-15,19,6856.082
49854,2015-07-15,20,9715.249
49855,2015-07-15,21,0.0
49856,2015-07-15,22,0.0
49857,2015-07-15,23,6663.383
49858,2015-07-15,24,21042.37
49859,2015-07-15,25,6621.9307
49860,2015-07-15,26,4823.197
49861,2015-07-15,27,13609.855
49862,2015-07-15,28,10385.143
49863,2015-07-15,29,9288.763
49865,2015-07-15,30,4158.446
49866,2015-07-15,31,8366.425
49867,2015-07-15,32,3473.769
49868,2015-07-15,33,7777.829
49869,2015-07-15,34,10140.876
49870,2015-07-15,35,4358.033
49871,2015-07-15,36,9940.9795
49872,2015-07-15,37,17635.225
49873,2015-07-15,38,13822.5
49874,2015-07-15,39,11886.293
49876,2015-07-15,40,11409.936
49877,2015-07-15,41,10054.682
49878,2015-07-15,42,0.0
49879,2015-07-15,43,9465.873
49880,2015-07-15,44,43752.684
49881,2015-07-15,45,33193.62
49882,2015-07-15,46,22452.258
49883,2015-07-15,47,28188.324
49884,2015-07-15,48,17958.904
49885,2015-07-15,49,29650.21
49887,2015-07-15,50,16241.193
49888,2015-07-15,51,26125.912
49889,2015-07-15,52,0.0
49890,2015-07-15,53,7814.4844
49891,2015-07-15,54,4514.467
49896,2015-07-16,1,9919.048
49907,2015-07-16,2,11824.03
49918,2015-07-16,3,28064.96
49929,2015-07-16,4,9009.898
49940,2015-07-16,5,10108.071
49946,2015-07-16,6,14349.576
49947,2015-07-16,7,16150.588
49948,2015-07-16,8,16298.533
49949,2015-07-16,9,14224.089
49897,2015-07-16,10,5095.838
49898,2015-07-16,11,14747.916
49899,2015-07-16,12,6059.091
49900,2015-07-16,13,6049.446
49901,2015-07-16,14,5936.085
49902,2015-07-16,15,6234.062
49903,2015-07-16,16,7868.028
49904,2015-07-16,17,10300.811
49905,2015-07-16,18,7584.635
49906,2015-07-16,19,6685.204
49908,2015-07-16,20,10069.836
49909,2015-07-16,21,0.0
49910,2015-07-16,22,0.0
49911,2015-07-16,23,6090.831
49912,2015-07-16,24,15709.862
49913,2015-07-16,25,4787.817
49914,2015-07-16,26,4059.997
49915,2015-07-16,27,11023.531
49916,2015-07-16,28,10203.995
49917,2015-07-16,29,7662.479
49919,2015-07-16,30,4463.198
49920,2015-07-16,31,10758.922
49921,2015-07-16,32,3279.251
49922,2015-07-16,33,8123.976
49923,2015-07-16,34,10647.888
49924,2015-07-16,35,5715.372
49925,2015-07-16,36,10228.614
49926,2015-07-16,37,13962.596
49927,2015-07-16,38,9944.337
49928,2015-07-16,39,11485.753
49930,2015-07-16,40,11285.292
49931,2015-07-16,41,7721.9736
49932,2015-07-16,42,0.0
49933,2015-07-16,43,9127.379
49934,2015-07-16,44,31999.742
49935,2015-07-16,45,26573.402
49936,2015-07-16,46,21274.94
49937,2015-07-16,47,26867.35
49938,2015-07-16,48,17071.736
49939,2015-07-16,49,22608.273
49941,2015-07-16,50,15290.083
49942,2015-07-16,51,18619.139
49943,2015-07-16,52,0.0
